company_no,company_id,name,legal_form(if known),website,phone,whatsapp,telegram,vk,email,address,showroom_flag,production_flag,source_url,last_checked_date,search_rank,search_query_first_seen,search_queries_matched,rubrics,org_name,branch_count,rating,review_count,marketplace_links,status
149,70000001078533637,Iren Appeti,,http://irenappeti.ru; https://t.me/+79613016131; https://wa.me/79613016131?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79613016131,https://wa.me/79613016131?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79613016131,,,"улица Ерёменко, 114",1,1,https://2gis.ru/rostov-on-don/firm/70000001078533637,2026-02-19,31,фасады для кухни,фасады для кухни,Мебельные магазины; Мебель для кухни; Детская мебель; Мебель на заказ; Мебельные фасады,"Iren Appeti, компания по изготовлению мебели под заказ",1,5,14,,ok
150,70000001088807856,Трансильвания,,http://mobrom.net; http://www.mobrom.ru/; https://wa.me/79614388271?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79614388271,https://wa.me/79614388271?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"Сиверса проспект, 23",1,0,https://2gis.ru/rostov-on-don/firm/70000001088807856,2026-02-19,31,мебель на заказ,изготовление кухонь; корпусная мебель; кухни массив; кухни на заказ; кухни недорого; кухни под заказ; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; мебель на заказ; модульные кухни; производитель кухонь; салон кухонь; шкафы и кухни на заказ,Офисная мебель; Мягкая мебель; Корпусная мебель; Детская мебель; Мебель на заказ; Мебель для кухни; Мебель для ванных комнат,"Трансильвания, мебельный салон",2,,0,,ok
151,70000001034559332,Ваша Сосна,,,+79895183390,,,,,"улица Малиновского, 23а",1,0,https://2gis.ru/rostov-on-don/firm/70000001034559332,2026-02-19,32,производство кухонь,производство кухонь,Мебельные магазины; Мебель на заказ; Мебель для кухни; Корпусная мебель; Детская мебель,"Ваша Сосна, магазин мебели из массива",1,1,1,,ok
152,70000001081667964,Мебель IM-EX,,https://t.me/+79289017921; https://wa.me/79282267172?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79289017921?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632267172; +79282267172; +79289017921,https://wa.me/79282267172?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79289017921?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79289017921,,,"2-я Краснодарская улица, 112 лит Б",1,1,https://2gis.ru/rostov-on-don/firm/70000001081667964,2026-02-19,32,фасады для кухни,производство кухонь; фасады для кухни,Мебельные фабрики; Мебель на заказ; Корпусная мебель; Мебель для кухни; Офисная мебель; Изделия из камня для помещений; Мебель для учебных учреждений; Мебельные фасады; Детская мебель; Стеллажи и витрины; Перегородки,Мебель IM-EX,2,,0,,ok
153,3378228001569773,Мебель-СВС,,http://t.me/mebelsvs; http://taplink.cc/mebel_svs; http://www.mebel-svs.ru/; https://vk.com/studiomebel_rnd; https://wa.me/79885342492?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79885457027?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632750036; +79885342492; +79885457027,https://wa.me/79885342492?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79885457027?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,http://t.me/mebelsvs,https://vk.com/studiomebel_rnd,,"Михаила Нагибина проспект, 31а",1,0,https://2gis.ru/rostov-on-don/firm/3378228001569773,2026-02-19,33,мебель на заказ,изготовление кухонь; корпусная мебель; кухни массив; кухни на заказ; кухни недорого; кухни под заказ; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; мебель на заказ; модульные кухни; производитель кухонь; шкафы и кухни на заказ,Мебельные магазины; Мебель на заказ; Корпусная мебель; Мебель для кухни,"Мебель-СВС, мебельная студия",2,5,5,,ok
154,70000001083301104,Студия маляра,,http://painterstudio.ru/; https://wa.me/79185921514?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79188996262,https://wa.me/79185921514?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Черевичкина, 64а",1,0,https://2gis.ru/rostov-on-don/firm/70000001083301104,2026-02-19,33,фасады для кухни,фасады для кухни,Мебельные фасады,Студия маляра,1,5,2,,ok
155,3378228001716394,Мастер-Клуб,,https://vk.com/mastetclubrnd; https://wa.me/79381497156?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+78632524115; +79585748410,https://wa.me/79381497156?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/mastetclubrnd,,"улица Щербакова, 107а",1,0,https://2gis.ru/rostov-on-don/firm/3378228001716394,2026-02-19,34,фасады для кухни,фасады для кухни,"Мебельные фасады; Мебельная фурнитура; ЛДСП, ДВПО, МДФ; Межкомнатные двери","Мастер-Клуб, торговая компания",1,4.3,6,,ok
156,70000001030957358,Alex-кухни,,http://alex-kuhni.ru; https://vk.com/alex_kuhni; https://wa.me/79014560489?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79064528209?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://youtube.com/channel/UC-fW_fWDNeAfA6wAWYkkj-g,+79014560489; +79064528209,https://wa.me/79014560489?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79064528209?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,https://vk.com/alex_kuhni,,"улица Ларина, 45 ст1",1,1,https://2gis.ru/rostov-on-don/firm/70000001030957358,2026-02-19,34,производство кухонь,производство кухонь,Мебель для кухни; Мебель на заказ; Корпусная мебель,"Alex-кухни, компания по производству мебели на заказ",1,5,1,,ok
157,70000001067801707,Техника мойки,,,+79896283358,,,,,"Сиверса проспект, 23",1,0,https://2gis.ru/rostov-on-don/firm/70000001067801707,2026-02-19,34,мебель для кухни,кухни массив; кухни недорого; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; модульные кухни; производитель кухонь,Сантехника; Мебель для кухни,"Техника мойки, магазин",2,5,2,,ok
158,70000001021272328,Стоунхэндж,,https://t.me/stonehenge61; https://vk.com/stonehenge161; https://wa.me/79054862626?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79287772565?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79054862626; +79287772565,https://wa.me/79054862626?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79287772565?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/stonehenge61,https://vk.com/stonehenge161,,"Михаила Нагибина проспект, 30л",1,1,https://2gis.ru/rostov-on-don/firm/70000001021272328,2026-02-19,35,производство кухонь,производство кухонь,Облицовочный камень; Изделия из камня для помещений; Печи и камины для помещений; Интерьерные лестницы; Мебель для кухни; Мебель на заказ; Ремонт мебели,"Стоунхэндж, компания по изготовлению изделий из натурального камня",1,,0,,ok
159,70000001034452983,Фасадный дворик,,https://wa.me/79281005600?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79282294247?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79525819305?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79281005600; +79282294247; +79525819305,https://wa.me/79281005600?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79282294247?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79525819305?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Щербакова, 107Б",1,0,https://2gis.ru/rostov-on-don/firm/70000001034452983,2026-02-19,35,фасады для кухни,фасады для кухни,Мебельные фасады,"Фасадный дворик, компания",1,,0,,ok
160,70000001080418392,Дятьково,,http://dyatkovo.ru/kuhni; http://www.dyatkovo.ru; https://ok.ru/kitchendyatkovo; https://vk.com/kitchendyatkovo; https://youtube.com/c/Dyatkovo,+78003013397; +78633109812; +79158002620,,,https://vk.com/kitchendyatkovo,,"Михаила Нагибина проспект, 32/2",1,0,https://2gis.ru/rostov-on-don/firm/70000001080418392,2026-02-19,35,мебель на заказ,изготовление кухонь; корпусная мебель; кухни массив; кухни на заказ; кухни недорого; кухни под заказ; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; мебель на заказ; модульные кухни; производитель кухонь; салон кухонь; шкафы и кухни на заказ,Мебель на заказ; Мебель для кухни; Корпусная мебель,"Дятьково, мебельный салон",2,5,5,,ok
161,70000001021093927,РамиНата,,https://wa.me/79508696403?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79508696403,https://wa.me/79508696403?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Вавилова, 63",1,0,https://2gis.ru/rostov-on-don/firm/70000001021093927,2026-02-19,36,салон кухонь,корпусная мебель; кухни массив; кухни недорого; кухни ростов; кухни ростов-на-дону; кухонная мебель; кухонные гарнитуры; мебель для кухни; модульные кухни; производитель кухонь; салон кухонь; шкафы и кухни на заказ,Мебельные магазины; Корпусная мебель; Мебель для кухни,"РамиНата, мебельный салон",1,2.4,7,,ok
162,70000001028683387,Фурор,,http://www.furor-don.ru,+78632067093,,,,,"переулок Энергетиков, 9",1,0,https://2gis.ru/rostov-on-don/firm/70000001028683387,2026-02-19,36,фасады для кухни,фасады для кухни,Мебельная фурнитура; Мебельные фасады; Крепёж; Светотехника,"Фурор, ООО, торговая компания",1,,0,,ok
163,70000001033579630,Honey badger,,https://t.me/+79185192112; https://wa.me/79185192112?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79185192112,https://wa.me/79185192112?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79185192112,,,"Будённовский проспект, 70/234",1,0,https://2gis.ru/rostov-on-don/firm/70000001033579630,2026-02-19,36,производство кухонь,производство кухонь,Деревообработка; Мебель на заказ; Мебель для кухни; Погонажные изделия; Ремонт мебели; Детская мебель; Мебель для ванных комнат; Корпусная мебель; Коворкинг,"Honey badger, столярная коворкинг-мастерская",1,5,2,,ok
164,70000001040828873,Хорошко,,http://horoshko.ru; https://t.me/+79001255220; https://wa.me/79001255220?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79001255220,https://wa.me/79001255220?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,https://t.me/+79001255220,,,"улица Текучёва, 139а",1,0,https://2gis.ru/rostov-on-don/firm/70000001040828873,2026-02-19,36,мебель на заказ,изготовление кухонь; кухни на заказ; кухни под заказ; мебель на заказ,Межкомнатные двери; Напольные покрытия; Интерьерные лестницы; Мебель на заказ,"Хорошко, мастерская",1,,0,,ok
165,3378228002185880,Шахтинские Фасады,,http://www.fasad161.ru; https://wa.me/79185939395?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79885542088?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,+79185939395; +79885542088,https://wa.me/79185939395?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A; https://wa.me/79885542088?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A,,,,"улица Щербакова, 105а",1,1,https://2gis.ru/rostov-on-don/firm/3378228002185880,2026-02-19,37,фасады для кухни,фасады для кухни,Мебельные фасады,"Шахтинские Фасады, компания по изготовлению мебельных фасадов на заказ",1,2.8,3,,ok
